data_id,iso,event_id_cnty,event_id_no_cnty,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,dateNum,CLASSIFIED
6358150,120,CAO2511,2511,43716,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Zigague,11.6828,14.6485,2,UN (unspecified),Other,"08 September. Boko Haram and military forces clashed in Bakouna, near Zigague, Logone-Et-Chari following at attempted attack on civilians.",0,1574121969,CMR,43716,Battle
6359320,120,CAO2518,2518,43716,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Xinhua,International,"08 September. Boko Haram attacked civilians in Talkoumri area of Kolofata, Mayo-Sava. 4 civilians were killed in the attack.",4,1574121974,CMR,43716,Boko Haram
6357240,120,CAO2516,2516,43716,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Mimi Mefo,New media,"08 September. Boko Haram attacked civilians in Galbiduh, Kolofata. 4 civilians were abducted and killed.",4,1574121964,CMR,43716,Boko Haram
6358583,566,NIG15328,15328,43716,2019,2,Battles,Government regains territory,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Dikwa,,Gorege,11.9792,13.8749,1,Vanguard (Nigeria),National,08 September (or around). NAF and CJTF took over Gworege (Gorege) village from Boko Haram after a gun battle.,0,1574121971,NGA,43716,Military Forces of Nigeria / JTF
6357736,566,NIG15317,15317,43718,2019,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Gudumbali,12.944,13.184,2,Sun (Nigeria),National,"10 September. Boko Haram attacked a new military post in Granda near Gudumbali (no geo location known, coded as Gudumbali). Nine soldiers were killed and 12 injured.",9,1574121967,NGA,43718,Boko Haram
6359201,566,NIG15314,15314,43718,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Garunda,12.9975,12.9855,2,Vanguard (Nigeria),National,10 September. A NAF aircraft destroyed two Boko Haram IS gun trucks and killed the group of BH IS fighters on its way to Garunda. Fatalities coded as 10.,10,1574121973,NGA,43718,Military Forces of Nigeria
6355026,148,CHA928,928,43719,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Mamdi,Bol,Medi Koura,13.4833,14.5833,1,AFP; Tchadinfos,National-International,"On September 11, ISWAP/Boko Haram militants attacked the island of Medi Koura and killed two people including an individual close to the chief of Bol, and wounded others.",2,1574121954,TCD,43719,Boko Haram
6356396,566,NIG15329,15329,43719,2019,2,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Gwoza,,Kirawa,11.1854,13.8841,1,Daily Post (Nigeria),National,11 September (or around). NAF conducted clearance operations in Kirawa and encountered Boko Haram forces. Three BH fighters killed and equipment seized.,3,1574121960,NGA,43719,Military Forces of Nigeria
6727658,566,NIG15318,15318,43720,2019,1,Battles,Armed clash,Islamic State (West Africa),,2,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force,1,12,Western Africa,Nigeria,Borno,Gubio,,Gubio,12.499,12.7848,1,Nigeria Punch,National,On 12 September; Boko Haram (Barnawi - coded as ISWAP) attacked Gubio (Borno) and engaged in a gun battle with NAF and CJTF. Six soldiers and one CJTF fighter was killed.,7,1579554022,NGA,43720,Boko Haram
6727548,566,NIG15319,15319,43720,2019,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Nganzai,,Gajiram,12.493,13.2091,1,Nigeria Punch,National,12 September. Boko Haram attacked Gajiram and forced NAF to withdraw. Houses were torched and civilians fled.,0,1579554022,NGA,43720,Boko Haram
6727659,566,NIG15332,15332,43720,2019,1,Battles,Non-state actor overtakes territory,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Magumeri,,Gajigana,12.1943,13.1017,1,Nigeria Punch,National,12 September. Boko Haram attacked Gajiganna and forced NAF to withdraw. Houses were torched and civilians fled.,0,1579554022,NGA,43720,Boko Haram
6356967,120,CAO2521,2521,43721,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Goumouldi,11.1626,13.9534,1,L'Oeil,New media,"13 September. Boko Haram attacked civilians in Goumouldi, Kolofata. 2 civilians were killed in the attack.",2,1574121962,CMR,43721,Boko Haram
6357243,120,CAO2520,2520,43721,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),Farmers (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,1,Mimi Mefo,New media,"13 September. Boko Haram abducted and killed 2 civilian farmers in Kerawa, Kolofata. Two civilians were killed in the attack.",2,1574121964,CMR,43721,Boko Haram
6358589,566,NIG15371,15371,43721,2019,2,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Tumbun Rego,13.0442,13.6994,1,Vanguard (Nigeria),National,13 September (or around). NAF conducted airstrikes against Boko Haram camps in Tumbun killing an undisclosed number of BH fighters. Fatalities coded as 10.,10,1574121971,NGA,43721,Military Forces of Nigeria
6356547,566,NIG15315,15315,43721,2019,2,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Abadam,,Malam Fatori,13.6746,13.3395,1,Daily Trust (Nigeria),National,13 September. NAF conducted air strikes against Boko Haram IS in Mallam Fatori. A training camp was destroyed and several BH IS fighters killed. Fatalities coded as 10.,10,1574121961,NGA,43721,Military Forces of Nigeria
6975151,566,NIG15367,15367,43723,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8312,13.1517,1,Nigeria Punch,National,15 September. Boko Haram launched an attack on NAF positions near Maiduguri University with gun fire and suicide bombers. No military causalities. At least two fatalities due to the pair of suicide bombers.,2,1583194173,NGA,43723,Boko Haram
6358346,120,CAO2524,2524,43723,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Fotokol,Soueram,12.5275,14.2123,1,Undisclosed Source,Local partner-Other,"In the night of September 14 to 15, 2019, Boko Haram attacked a post of Military Forces of Cameroun (1982-) in Soueram. 5 military were killed and 8 others injured.",5,1574121969,CMR,43723,Boko Haram
6357710,120,CAO2531,2531,43723,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Krawa Mafa,10.9833,13.8,1,Sembe TV,New media,"On September 15, 2019, Boko Haram attacked the village of Krawa Mafa, setting fire to 40 houses and looting goats and sheep. No reported causalities.",0,1574121966,CMR,43723,Boko Haram
6357689,120,CAO2532,2532,43724,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Zanga,11.1198,13.8742,1,Sembe TV,New media,"On September 16, 2019, Boko Haram attacked Zamga (Zanga), and stole small ruminants and clothes. No causalities.",0,1574121966,CMR,43724,Boko Haram
6359388,120,CAO2525,2525,43725,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Manawadji,12.6404,14.2786,1,Xinhua,International,"On September 17, 2019, Military Forces of Cameroon (1982-) repelled an attack by Boko Haram in Manawadji, killing 10 militants.",10,1574121974,CMR,43725,Boko Haram
6355027,148,CHA938,938,43725,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),,1,12,Middle Africa,Chad,Lac,Fouli,Liwa,Kaiga Kindjiria,13.9642,13.6965,1,Toumai Web Medias; Tchadinfos; Journal du Tchad; Alwihda (Chad),National,"On September 17, one officer was killed and other soldiers wounded when the vehicle they were travelling stuck an IED in Kaiga Kindjiria, the device was likely planted by ISWAP/Boko Haram militants.",1,1574121954,TCD,43725,Boko Haram
6357675,120,CAO2526,2526,43725,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Cheripouri,11.1768,14.0725,1,Sembe TV,New media,"On September 17, 2019, Military Forces of Cameroon (1982-) Rapid Intervention Battalion repelled an armed incursion by Boko Haram in Cheripouri.",0,1574121966,CMR,43725,Military Forces of Cameroon
6876817,566,NIG15397,15397,43726,2019,2,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Nigeria),Farmers (Nigeria),7,27,Western Africa,Nigeria,Borno,Maiduguri,,Ajilari,11.821,13.0687,1,Daily Post (Nigeria),National,18 September (or around). Boko Haram killed nine farmers in Ajiari and abducted an undisclosed number of residents.,9,1582579331,NGA,43726,Boko Haram
6358462,120,CAO2538,2538,43727,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Fotokol,Soueram,12.5275,14.2123,1,Undisclosed Source,Local partner-Other,"On September 19, 2019, Military Forces of Cameroon ""stopped"" an attempted attack by Boko Haram in Soueram. Details limited; extent of violence between the actors is not known.",0,1574121970,CMR,43727,Boko Haram
6121761,120,CAO2536,2536,43727,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,3,Sembe TV,New media,"On September 19, 2019, Military Forces of Cameroon (1982-) opened fire on civilians after they mistook them for militants of Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction) in Woulgo, Extreme-Nord. No major injury reported.",0,1571164635,CMR,43727,Boko Haram
6357687,120,CAO2534,2534,43727,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Sembe TV,New media,"On September 19, 2019, Boko Haram looted one shop in Kolofata, and stole goods.",0,1574121966,CMR,43727,Boko Haram
6357716,120,CAO2533,2533,43727,2019,1,Strategic developments,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ganse,11.1543,14.0715,1,Sembe TV,New media,"On September 19, 2019, militants of Boko Haram looted several homes and stole goods in Ganse.",0,1574121966,CMR,43727,Boko Haram
6357717,120,CAO2528,2528,43727,2019,1,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mayo Moskota,Kouyape,11.021,13.9666,1,Sembe TV,New media,"On September 19, 2019, Boko Haram attacked the locality of Kouyape, resulting in clashed with Military Forces of Cameroon (1982-). 5 people were killed including 1 civilian and 4 militants.",5,1574121966,CMR,43727,Boko Haram
6357102,120,CAO2527,2527,43727,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,L'Oeil,New media,"On September 19, 2019, Military Forces of Cameroon (1982-) killed 5 militants of Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad in an ambush near Kidi river, 10 kilometres from Tolkomari [unfound location, coded: Kolofata]",5,1574121963,CMR,43727,Military Forces of Cameroon
6357719,120,CAO2537,2537,43728,2019,1,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Sembe TV,New media,"On September 20, 2019, Boko Haram attacked the locality of Pivou [unfound exact location, coded: Kolofata], killing 1 civilian and injuring 2 others.",1,1574121966,CMR,43728,Boko Haram
6358833,566,NIG15373,15373,43728,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,12,Western Africa,Nigeria,Borno,Abadam,,Abadam,13.6169,13.2644,2,Vanguard (Nigeria),National,"20 September. NAF conducted airstrikes against Boko Haram camps in Durbada and Abaganaram in Northern Borno (no geo location known, coded as Abadam) killing an undisclosed number of BH fighters. Fatalities coded as 10.",10,1574121972,NGA,43728,Military Forces of Nigeria
